Código Provincia	Código Departamento	Departamento	Código Localidad	Localidad
38	38007	Cochinoca	38007040	Casabindo
38	38007	Cochinoca	38007050	Cochinoca
38	38007	Cochinoca	38007055	La Redonda
38	38007	Cochinoca	38007060	Puesto del Marquéz
38	38007	Cochinoca	38007063	Quebraleña
38	38007	Cochinoca	38007067	Quera
38	38007	Cochinoca	38007069	Rachaite
38	38007	Cochinoca	38007070	Rinconadillas
38	38007	Cochinoca	38007080	San Francisco de Alfarcito
38	38007	Cochinoca	38007085	Santa Ana de la Puna
38	38007	Cochinoca	38007090	Santuario de Tres Pozos
38	38007	Cochinoca	38007093	Sauzalito
38	38007	Cochinoca	38007095	Tambillos
38	38007	Cochinoca	38007100	Tusaquillas
38	38021	Dr. Manuel Belgrano	38021010	Guerrero
38	38021	Dr. Manuel Belgrano	38021020	La Almona
38	38021	Dr. Manuel Belgrano	38021030	León
38	38021	Dr. Manuel Belgrano	38021040	Lozano
38	38021	Dr. Manuel Belgrano	38021050	Ocloyas
38	38021	Dr. Manuel Belgrano	38021060	San Salvador de Jujuy
38	38021	Dr. Manuel Belgrano	38021070	Yala
38	38021	Dr. Manuel Belgrano	38021065	Tesorero
38	38014	El Carmen	38014010	Aguas Calientes
38	38014	El Carmen	38014020	Barrio El Milagro
38	38014	El Carmen	38014030	Barrio ODIJ
38	38014	El Carmen	38014035	Barrio Parque La Ciénaga
38	38014	El Carmen	38014040	El Carmen
38	38014	El Carmen	38014042	La Ovejería
38	38014	El Carmen	38014043	Las Pampitas
38	38014	El Carmen	38014045	Los Ávalos
38	38014	El Carmen	38014050	Los Lapachos
38	38014	El Carmen	38014060	Manantiales
38	38014	El Carmen	38014070	Monterrico
38	38014	El Carmen	38014080	Pampa Blanca
38	38014	El Carmen	38014090	Perico
38	38014	El Carmen	38014100	Puesto Viejo
38	38014	El Carmen	38014110	San Isidro
38	38014	El Carmen	38014120	San Juancito
38	38028	Humahuaca	38028003	Aparzo
38	38028	Humahuaca	38028007	Cianzo
38	38028	Humahuaca	38028010	Coctaca
38	38028	Humahuaca	38028020	El Aguilar 
38	38028	Humahuaca	38028030	Hipólito Yrigoyen
38	38028	Humahuaca	38028040	Humahuaca
38	38028	Humahuaca	38028042	Miyuyoc
38	38028	Humahuaca	38028043	Palca de Aparzo
38	38028	Humahuaca	38028047	Rodero
38	38028	Humahuaca	38028050	Tres Cruces
38	38028	Humahuaca	38028060	Uquía
38	38028	Humahuaca	38028045	Varas
38	38035	Ledesma	38035010	Bananal
38	38035	Ledesma	38035020	Bermejito
38	38035	Ledesma	38035030	Caimancito
38	38035	Ledesma	38035040	Calilegua
38	38035	Ledesma	38035050	Chalicán
38	38035	Ledesma	38035060	Fraile Pintado
38	38035	Ledesma	38035070	Libertad
38	38035	Ledesma	38035080	Libertador General San Martín
38	38035	Ledesma	38035090	Maíz Negro
38	38035	Ledesma	38035100	Paulina
38	38035	Ledesma	38035110	Yuto
38	38042	Palpalá	38042040	Palpalá
38	38042	Palpalá	38042010	Carahunco
38	38042	Palpalá	38042020	Centro Forestal
38	38049	Rinconada	38049003	Casa Colorada
38	38049	Rinconada	38049007	Coyaguaima
38	38049	Rinconada	38049010	Lagunillas de Farallón
38	38049	Rinconada	38049020	Liviara
38	38049	Rinconada	38049025	Loma Blanca
38	38049	Rinconada	38049030	Nuevo Pirquitas
38	38049	Rinconada	38049035	Orosmayo
38	38049	Rinconada	38049040	Rinconada
38	38049	Rinconada	38049050	Santo Domingo
38	38056	San Antonio	38056010	El Ceibal
38	38056	San Antonio	38056015	La Toma
38	38056	San Antonio	38056016	Loma Hermosa
38	38056	San Antonio	38056017	Los Alisos
38	38056	San Antonio	38056018	Los Paños
38	38056	San Antonio	38056020	Loteo Navea
38	38056	San Antonio	38056025	Nuestra Señora del Rosario
38	38056	San Antonio	38056030	San Antonio
38	38063	San Pedro	38063010	Arrayanal
38	38063	San Pedro	38063020	Arroyo Colorado
38	38063	San Pedro	38063030	Don Emilio
38	38063	San Pedro	38063040	El Acheral
38	38063	San Pedro	38063050	El Puesto
38	38063	San Pedro	38063060	El Quemado
38	38063	San Pedro	38063080	La Manga
38	38063	San Pedro	38063090	La Mendieta
38	38063	San Pedro	38063095	Lobaton
38	38063	San Pedro	38063110	Palos Blancos
38	38063	San Pedro	38063130	Piedritas
38	38063	San Pedro	38063140	Rodeito
38	38063	San Pedro	38063150	Rosario de Río Grande
38	38063	San Pedro	38063160	San Antonio
38	38063	San Pedro	38063165	San Juan de Dios
38	38063	San Pedro	38063170	San Lucas
38	38063	San Pedro	38063180	San Pedro
38	38063	San Pedro	38063070	La Esperanza
38	38070	Santa Bárbara	38070010	El Fuerte
38	38070	Santa Bárbara	38070020	El Piquete
38	38070	Santa Bárbara	38070030	El Talar
38	38070	Santa Bárbara	38070040	Palma Sola
38	38070	Santa Bárbara	38070050	Puente Lavayén
38	38070	Santa Bárbara	38070060	Santa Clara
38	38070	Santa Bárbara	38070070	Vinalito
38	38077	Santa Catalina	38077010	Casira
38	38077	Santa Catalina	38077020	Ciénega de Paicone
38	38077	Santa Catalina	38077030	Cieneguillas
38	38077	Santa Catalina	38077040	Cusi Cusi
38	38077	Santa Catalina	38077045	El Angosto
38	38077	Santa Catalina	38077050	La Ciénega
38	38077	Santa Catalina	38077060	Misarrumi
38	38077	Santa Catalina	38077070	Oratorio
38	38077	Santa Catalina	38077080	Paicone
38	38077	Santa Catalina	38077090	San Juan de Oros
38	38077	Santa Catalina	38077100	Santa Catalina
38	38077	Santa Catalina	38077105	Timón Cruz
38	38077	Santa Catalina	38077110	Yoscaba
38	38084	Susques	38084010	Catua
38	38084	Susques	38084020	Coranzuli
38	38084	Susques	38084030	El Toro
38	38084	Susques	38084040	Huáncar
38	38084	Susques	38084045	Jama
38	38084	Susques	38084050	Mina Providencia
38	38084	Susques	38084055	Olacapato
38	38084	Susques	38084060	Olaroz Chico
38	38084	Susques	38084070	Pastos Chicos
38	38084	Susques	38084080	Puesto Sey
38	38084	Susques	38084090	San Juan de Quillaques
38	38084	Susques	38084100	Susques
38	38094	Tilcara	38094010	Colonia San José
38	38094	Tilcara	38094020	Huacalera
38	38094	Tilcara	38094030	Juella
38	38094	Tilcara	38094035	Las Peras
38	38094	Tilcara	38094040	Maimará
38	38094	Tilcara	38094050	Tilcara
38	38098	Tumbaya	38098010	Bárcena
38	38098	Tumbaya	38098015	Comunidad Coquena
38	38098	Tumbaya	38098020	El Moreno
38	38098	Tumbaya	38098025	San Miguel de Colorados
38	38098	Tumbaya	38098030	Purmamarca
38	38098	Tumbaya	38098035	Pozo Colorado
38	38098	Tumbaya	38098040	Tumbaya
38	38098	Tumbaya	38098050	Volcán
38	38105	Valle Grande	38105010	Caspalá
38	38105	Valle Grande	38105020	Pampichuela
38	38105	Valle Grande	38105030	San Francisco
38	38105	Valle Grande	38105040	Santa Ana
38	38105	Valle Grande	38105050	Valle Colorado
38	38105	Valle Grande	38105060	Valle Grande
38	38112	Yavi	38112010	Barrios
38	38112	Yavi	38112020	Cangrejillos
38	38112	Yavi	38112022	Cerro Colorado
38	38112	Yavi	38112024	Chalguamayoc
38	38112	Yavi	38112026	Corral Blanco
38	38112	Yavi	38112030	El Cóndor
38	38112	Yavi	38112033	Hornaditas de la Cordillera
38	38112	Yavi	38112035	Inticancha
38	38112	Yavi	38112040	La Intermedia
38	38112	Yavi	38112050	La Quiaca
38	38112	Yavi	38112060	Llulluchayoc
38	38112	Yavi	38112070	Pumahuasi
38	38112	Yavi	38112075	Suripugio
38	38112	Yavi	38112080	Yavi
38	38112	Yavi	38112090	Yavi Chico
42	42007	Atreucó	42007010	Doblas
42	42007	Atreucó	42007020	Macachín
42	42007	Atreucó	42007030	Miguel Riglos
42	42007	Atreucó	42007040	Rolón
42	42007	Atreucó	42007050	Tomás M. Anchorena
42	42014	Caleu Caleu	42014020	La Adela
42	42014	Caleu Caleu	42014010	Anzoátegui
42	42021	Capital	42021010	Anguil
42	42021	Capital	42021020	Santa Rosa
42	42028	Catriló	42028010	Catriló
42	42028	Catriló	42028020	La Gloria
42	42028	Catriló	42028030	Lonquimay
42	42028	Catriló	42028040	Uriburu
42	42049	Chalileo	42049010	Santa Isabel
42	42056	Chapaleufú	42056010	Bernardo Larroudé
42	42056	Chapaleufú	42056020	Ceballos
42	42056	Chapaleufú	42056030	Coronel Hilario Lagos
42	42056	Chapaleufú	42056040	Intendente Alvear
42	42056	Chapaleufú	42056050	Sarah
42	42056	Chapaleufú	42056060	Vértiz
42	42063	Chical Co	42063010	Algarrobo del Águila
42	42063	Chical Co	42063020	La Humada
42	42035	Conhelo	42035010	Conhelo
42	42035	Conhelo	42035020	Eduardo Castex
42	42035	Conhelo	42035030	Mauricio Mayer
42	42035	Conhelo	42035040	Monte Nievas
42	42035	Conhelo	42035050	Rucanelo
42	42035	Conhelo	42035060	Winifreda
42	42042	Curacó	42042010	Gobernador Duval
42	42042	Curacó	42042020	Puelches
42	42070	Guatraché	42070010	Alpachiri
42	42070	Guatraché	42070050	Santa Teresa
42	42070	Guatraché	42070020	General Manuel J. Campos
42	42070	Guatraché	42070030	Guatraché
42	42070	Guatraché	42070040	Perú
42	42077	Hucal	42077010	Abramo
42	42077	Hucal	42077020	Bernasconi
42	42077	Hucal	42077030	General San Martín
42	42077	Hucal	42077040	Hucal
42	42077	Hucal	42077050	Jacinto Aráuz
42	42084	Lihuel Calel	42084010	Cuchillo Có
42	42091	Limay Mahuida	42091010	La Reforma
42	42091	Limay Mahuida	42091020	Limay Mahuida
42	42098	Loventué	42098010	Carro Quemado
42	42098	Loventué	42098020	Loventuel
42	42098	Loventué	42098030	Luan Toro
42	42098	Loventué	42098040	Telén
42	42098	Loventué	42098050	Victorica
42	42105	Maracó	42105010	Agustoni
42	42105	Maracó	42105020	Dorila
42	42105	Maracó	42105030	General Pico
42	42105	Maracó	42105040	Speluzzi
42	42105	Maracó	42105050	Trebolares
42	42112	Puelén	42112020	25 de Mayo
42	42112	Puelén	42112005	Casa de Piedra
42	42112	Puelén	42112010	Puelén
42	42119	Quemú Quemú	42119010	Colonia Barón
42	42119	Quemú Quemú	42119020	Colonia San José
42	42119	Quemú Quemú	42119030	Miguel Cané
42	42119	Quemú Quemú	42119040	Quemú Quemú
42	42119	Quemú Quemú	42119050	Relmo
42	42119	Quemú Quemú	42119060	Villa Mirasol
42	42126	Rancul	42126010	Caleufú
42	42126	Rancul	42126020	Ingeniero Foster
42	42126	Rancul	42126030	La Maruja
42	42126	Rancul	42126040	Parera
42	42126	Rancul	42126050	Pichi Huinca
42	42126	Rancul	42126060	Quetrequén
42	42126	Rancul	42126070	Rancul
42	42133	Realicó	42133010	Adolfo Van Praet
42	42133	Realicó	42133020	Alta Italia
42	42133	Realicó	42133030	Damián Maisonave
42	42133	Realicó	42133040	Embajador Martini
42	42133	Realicó	42133050	Falucho
42	42133	Realicó	42133060	Ingeniero Luiggi
42	42133	Realicó	42133070	Ojeda
42	42133	Realicó	42133080	Realicó
42	42140	Toay	42140005	Cachirulo
42	42140	Toay	42140007	Cuesta del Sur
42	42140	Toay	42140010	Naicó
42	42140	Toay	42140020	Toay
42	42147	Trenel	42147010	Arata
42	42147	Trenel	42147020	Metileo
42	42147	Trenel	42147030	Trenel
42	42154	Utracán	42154010	Ataliva Roca
42	42154	Utracán	42154020	Chacharramendi
42	42154	Utracán	42154030	Colonia Santa María
42	42154	Utracán	42154040	General Acha
42	42154	Utracán	42154050	Quehué
42	42154	Utracán	42154060	Unanué
46	46007	Arauco	46007010	Aimogasta
46	46007	Arauco	46007030	Bañado de los Pantanos
46	46007	Arauco	46007040	Estación Mazán
46	46007	Arauco	46007045	Termas de Santa Teresita
46	46007	Arauco	46007050	Villa Mazán
46	46014	Capital	46014010	La Rioja
46	46021	Castro Barros	46021010	Aminga
46	46021	Castro Barros	46021020	Anillaco
46	46021	Castro Barros	46021030	Anjullón
46	46021	Castro Barros	46021040	Chuquis
46	46021	Castro Barros	46021050	Los Molinos
46	46021	Castro Barros	46021060	Pinchas
46	46021	Castro Barros	46021070	San Pedro
46	46021	Castro Barros	46021080	Santa Vera Cruz
46	46035	Chamical	46035010	Chamical
46	46035	Chamical	46035020	Polco
46	46042	Chilecito	46042010	Chilecito
46	46042	Chilecito	46042020	Colonia Anguinán
46	46042	Chilecito	46042040	Colonia Malligasta
46	46042	Chilecito	46042050	Colonia Vichigasta
46	46042	Chilecito	46042060	Guanchín
46	46042	Chilecito	46042070	Malligasta
46	46042	Chilecito	46042080	Miranda
46	46042	Chilecito	46042090	Nonogasta
46	46042	Chilecito	46042100	San Nicolás
46	46042	Chilecito	46042110	Santa Florentina
46	46042	Chilecito	46042120	Sañogasta
46	46042	Chilecito	46042130	Tilimuqui
46	46042	Chilecito	46042140	Vichigasta
46	46049	Famatina	46049010	Alto Carrizal
46	46049	Famatina	46049020	Angulos
46	46049	Famatina	46049030	Antinaco
46	46049	Famatina	46049040	Bajo Carrizal
46	46049	Famatina	46049050	Campanas
46	46049	Famatina	46049060	Chañarmuyo
46	46049	Famatina	46049070	Famatina
46	46049	Famatina	46049080	La Cuadra
46	46049	Famatina	46049090	Pituil
46	46049	Famatina	46049100	Plaza Vieja
46	46049	Famatina	46049110	Santa Cruz
46	46049	Famatina	46049120	Santo Domingo
46	46056	Ángel Vicente Peñaloza	46056010	Punta de los Llanos
46	46056	Ángel Vicente Peñaloza	46056020	Tama
46	46063	General Belgrano	46063010	Castro Barros
46	46063	General Belgrano	46063020	Chañar
46	46063	General Belgrano	46063030	Loma Blanca
46	46063	General Belgrano	46063040	Olta
46	46028	General Felipe Varela	46028010	Aicuña
46	46028	General Felipe Varela	46028020	Guandacol
46	46028	General Felipe Varela	46028030	Los Palacios
46	46028	General Felipe Varela	46028040	Pagancillo
46	46028	General Felipe Varela	46028050	Villa Unión
46	46070	General Juan Facundo Quiroga	46070010	Malanzán
46	46070	General Juan Facundo Quiroga	46070020	Nácate
46	46070	General Juan Facundo Quiroga	46070030	Portezuelo
46	46070	General Juan Facundo Quiroga	46070040	San Antonio
46	46077	General Lamadrid	46077010	Villa Castelli
46	46084	General Ortiz de Ocampo	46084010	Ambil
46	46084	General Ortiz de Ocampo	46084020	Colonia Ortiz de Ocampo
46	46084	General Ortiz de Ocampo	46084030	Milagro
46	46084	General Ortiz de Ocampo	46084040	Olpas
46	46084	General Ortiz de Ocampo	46084050	Santa Rita de Catuna
46	46091	General San Martín	46091010	Ulapes
46	46105	Independencia	46105010	Amaná
46	46105	Independencia	46105020	Patquía
46	46112	Rosario Vera Peñaloza	46112010	Chepes
46	46112	Rosario Vera Peñaloza	46112020	Desiderio Tello
46	46119	San Blas de los Sauces	46119010	Salicas - San Blas
46	46126	Sanagasta	46126010	Villa Sanagasta
46	46098	Vinchina	46098010	Jagüé
46	46098	Vinchina	46098020	Villa San José de Vinchina
50	50007	Capital	50007010	Mendoza
50	50014	General Alvear	50014010	Bowen
50	50014	General Alvear	50014015	Canalejas
50	50014	General Alvear	50014020	Carmensa
50	50014	General Alvear	50014025	El Ceibo
50	50014	General Alvear	50014030	General Alvear
50	50014	General Alvear	50014040	Los Compartos
50	50021	Godoy Cruz	50021010	Godoy Cruz
50	50028	Guaymallén	50028010	Colonia Segovia
50	50028	Guaymallén	50028020	Guaymallén
50	50028	Guaymallén	50028030	La Primavera
50	50028	Guaymallén	50028040	Los Corralitos
50	50028	Guaymallén	50028050	Puente de Hierro
50	50035	Junín	50035010	Ingeniero Giagnoni
50	50035	Junín	50035020	Junín
50	50035	Junín	50035030	La Colonia
50	50035	Junín	50035040	Los Barriales
50	50035	Junín	50035050	Medrano
50	50035	Junín	50035120	Mundo Nuevo
50	50035	Junín	50035060	Phillips
50	50035	Junín	50035070	Rodríguez Peña
50	50042	La Paz	50042010	Desaguadero
50	50042	La Paz	50042020	La Paz
50	50042	La Paz	50042030	Villa Antigua
50	50049	Las Heras	50049015	Cacheuta
50	50049	Las Heras	50049030	Jocolí
50	50049	Las Heras	50049040	Las Cuevas
50	50049	Las Heras	50049050	Las Heras
50	50049	Las Heras	50049060	Los Penitentes
50	50049	Las Heras	50049080	Polvaredas
50	50049	Las Heras	50049090	Puente del Inca
50	50049	Las Heras	50049100	Punta de Vacas
50	50049	Las Heras	50049110	Uspallata
50	50049	Las Heras	50049120	Villa Clarita
50	50056	Lavalle	50056010	Barrio Alto del Olvido
50	50056	Lavalle	50056015	Barrio El Carmen
50	50056	Lavalle	50056020	Barrio Jocolí II
50	50056	Lavalle	50056030	Barrio La Palmera
50	50056	Lavalle	50056040	Barrio La Pega
50	50056	Lavalle	50056050	Barrio Lagunas de Bartoluzzi
50	50056	Lavalle	50056060	Barrio Los Jarilleros
50	50056	Lavalle	50056070	Barrio Los Olivos
50	50056	Lavalle	50056072	Barrio Santa María
50	50056	Lavalle	50056073	Barrio Santa Rita
50	50056	Lavalle	50056075	Barrio Virgen del Rosario
50	50056	Lavalle	50056078	Colonia Italia
50	50056	Lavalle	50056080	Costa de Araujo
50	50056	Lavalle	50056085	El Chilcal
50	50056	Lavalle	50056090	El Paramillo
50	50056	Lavalle	50056100	El Vergel
50	50056	Lavalle	50056110	Ingeniero Gustavo André
50	50056	Lavalle	50056120	Jocolí
50	50056	Lavalle	50056130	Jocolí Viejo
50	50056	Lavalle	50056135	La Asunción
50	50056	Lavalle	50056140	Las Violetas
50	50056	Lavalle	50056150	3 de Mayo
50	50056	Lavalle	50056160	Villa Tulumaya
50	50063	Luján de Cuyo	50063010	Agrelo
50	50063	Luján de Cuyo	50063020	Barrio Perdriel IV
50	50063	Luján de Cuyo	50063030	Cacheuta
50	50063	Luján de Cuyo	50063040	Costa Flores
50	50063	Luján de Cuyo	50063050	El Carrizal
50	50063	Luján de Cuyo	50063060	El Salto
50	50063	Luján de Cuyo	50063080	Las Vegas
50	50063	Luján de Cuyo	50063090	Luján de Cuyo
50	50063	Luján de Cuyo	50063070	Las Compuertas
50	50063	Luján de Cuyo	50063100	Perdriel
50	50063	Luján de Cuyo	50063095	Mayor Drummond Este
50	50063	Luján de Cuyo	50063110	Potrerillos
50	50063	Luján de Cuyo	50063120	Ugarteche
50	50070	Maipú	50070010	Barrancas
50	50070	Maipú	50070025	Barrio 9 de Julio
50	50070	Maipú	50070020	Barrio Jesús de Nazaret
50	50070	Maipú	50070030	Cruz de Piedra
50	50070	Maipú	50070040	El Pedregal
50	50070	Maipú	50070050	Fray Luis Beltrán
50	50070	Maipú	50070060	Maipú
50	50070	Maipú	50070080	Russell
50	50070	Maipú	50070070	Rodeo del Medio
50	50070	Maipú	50070090	San Roque
50	50077	Malargüe	50077010	Agua Escondida
50	50077	Malargüe	50077020	Bardas Blancas
50	50077	Malargüe	50077025	El Manzano
50	50077	Malargüe	50077028	La Junta
50	50077	Malargüe	50077030	Las Leñas
50	50077	Malargüe	50077040	Malargüe
50	50077	Malargüe	50077050	Ranquil Norte
50	50084	Rivadavia	50084140	Rivadavia
50	50084	Rivadavia	50084110	Medrano
50	50084	Rivadavia	50084010	Andrade
50	50084	Rivadavia	50084017	Barrio Cooperativa Eléctrica
50	50084	Rivadavia	50084020	Barrio Cooperativa Los Campamentos
50	50084	Rivadavia	50084023	Barrio Cooperativa Reducción
50	50084	Rivadavia	50084030	Barrio Rivadavia
50	50084	Rivadavia	50084040	El Mirador
50	50084	Rivadavia	50084050	La Central
50	50084	Rivadavia	50084060	La Esperanza
50	50084	Rivadavia	50084070	La Florida
50	50084	Rivadavia	50084080	La Libertad
50	50084	Rivadavia	50084090	Los Árboles
50	50084	Rivadavia	50084100	Los Campamentos
50	50084	Rivadavia	50084120	Mundo Nuevo
50	50084	Rivadavia	50084130	Reducción de Abajo
50	50084	Rivadavia	50084150	Santa María de Oro
50	50091	San Carlos	50091005	Barrio Carrasco
50	50091	San Carlos	50091010	Barrio El Cepillo
50	50091	San Carlos	50091020	Chilecito
50	50091	San Carlos	50091060	San Carlos
50	50091	San Carlos	50091040	La Consulta
50	50091	San Carlos	50091050	Pareditas
50	50091	San Carlos	50091070	Tres Esquinas
50	50091	San Carlos	50091080	Villa El Chacón
50	50098	San Martín	50098010	Alto Salvador
50	50098	San Martín	50098012	Alto Salvador Sur
50	50098	San Martín	50098020	Alto Verde
50	50098	San Martín	50098030	Barrio Chivilcoy
50	50098	San Martín	50098040	Barrio Emanuel
50	50098	San Martín	50098045	Barrio La Estación
50	50098	San Martín	50098050	Barrio Los Charabones
50	50098	San Martín	50098055	Barrio Nuestra Señora de Fátima
50	50098	San Martín	50098057	Capilla San Expedito
50	50098	San Martín	50098060	Chapanay
50	50098	San Martín	50098070	Chivilcoy
50	50098	San Martín	50098073	El Espino
50	50098	San Martín	50098077	El Ramblón
50	50098	San Martín	50098079	Las Chimbas
50	50098	San Martín	50098080	Montecaseros
50	50098	San Martín	50098090	Nueva California
50	50098	San Martín	50098100	San Martín
50	50098	San Martín	50098110	Tres Porteñas
50	50098	San Martín	50098111	Barrio Nueva California Sur
50	50105	San Rafael	50105020	Barrio El Nevado
50	50105	San Rafael	50105030	Barrio Empleados de Comercio
50	50105	San Rafael	50105040	Barrio Intendencia
50	50105	San Rafael	50105050	Capitán Montoya
50	50105	San Rafael	50105060	Cuadro Benegas
50	50105	San Rafael	50105070	El Nihuil
50	50105	San Rafael	50105080	El Sosneado
50	50105	San Rafael	50105090	El Tropezón
50	50105	San Rafael	50105100	Goudge
50	50105	San Rafael	50105110	Jaime Prats
50	50105	San Rafael	50105120	La Llave Nueva
50	50105	San Rafael	50105130	Las Malvinas
50	50105	San Rafael	50105150	Monte Comán
50	50105	San Rafael	50105160	Pobre Diablo
50	50105	San Rafael	50105170	Punta del Agua
50	50105	San Rafael	50105180	Rama Caída
50	50105	San Rafael	50105190	Real del Padre
50	50105	San Rafael	50105200	Salto de las Rosas
50	50105	San Rafael	50105210	San Rafael
50	50105	San Rafael	50105215	El Toledano Norte
50	50105	San Rafael	50105220	25 de Mayo
50	50105	San Rafael	50105230	Villa Atuel
50	50105	San Rafael	50105240	Villa Atuel Norte
50	50112	Santa Rosa	50112010	Barrio 12 de Octubre
50	50112	Santa Rosa	50112020	Barrio María Auxiliadora
50	50112	Santa Rosa	50112030	Barrio Molina Cabrera
50	50112	Santa Rosa	50112040	La Dormida
50	50112	Santa Rosa	50112050	Las Catitas
50	50112	Santa Rosa	50112060	Santa Rosa
50	50112	Santa Rosa	50112077	El Ramblón
50	50119	Tunuyán	50119010	Barrio San Cayetano
50	50119	Tunuyán	50119020	Campo Los Andes
50	50119	Tunuyán	50119030	Colonia Las Rosas
50	50119	Tunuyán	50119035	El Algarrobo
50	50119	Tunuyán	50119040	El Manzano
50	50119	Tunuyán	50119045	La Riojita
50	50119	Tunuyán	50119050	Los Sauces
50	50119	Tunuyán	50119060	Tunuyán
50	50119	Tunuyán	50119065	Villa Arroyo Grande
50	50119	Tunuyán	50119067	Villa Seca
50	50119	Tunuyán	50119070	Vista Flores
50	50126	Tupungato	50126010	Barrio Belgrano Norte
50	50126	Tupungato	50126015	Barrio José Hernández
50	50126	Tupungato	50126020	Cordón del Plata
50	50126	Tupungato	50126030	El Peral
50	50126	Tupungato	50126035	El Zampal
50	50126	Tupungato	50126040	La Arboleda
50	50126	Tupungato	50126043	La Arboleda Sur
50	50126	Tupungato	50126045	Loteo Moyano
50	50126	Tupungato	50126050	San José
50	50126	Tupungato	50126060	Tupungato
54	54007	Apóstoles	54007010	Apóstoles
54	54007	Apóstoles	54007020	Azara
54	54007	Apóstoles	54007025	Barrio Rural
54	54007	Apóstoles	54007030	Estación Apóstoles
54	54007	Apóstoles	54007037	Paraje Monyolito
54	54007	Apóstoles	54007040	Pindapoy
54	54007	Apóstoles	54007050	Rincón de Azara
54	54007	Apóstoles	54007060	San José
54	54007	Apóstoles	54007070	Tres Capones
54	54014	Cainguás	54014010	Aristóbulo del Valle
54	54014	Cainguás	54014020	Campo Grande
54	54014	Cainguás	54014025	Cerro Moreno
54	54014	Cainguás	54014030	Dos de Mayo
54	54014	Cainguás	54014050	Barrio Bernardino Rivadavia
54	54014	Cainguás	54014055	Kilómetro 17
54	54014	Cainguás	54014060	1° de Mayo
54	54014	Cainguás	54014070	Pueblo Illia
54	54014	Cainguás	54014080	Salto Encantado
54	54021	Candelaria	54021005	Barrio del Lago
54	54021	Candelaria	54021010	Bonpland
54	54021	Candelaria	54021020	Candelaria
54	54021	Candelaria	54021030	Cerro Corá
54	54021	Candelaria	54021040	Loreto
54	54021	Candelaria	54021050	Mártires
54	54021	Candelaria	54021060	Profundidad
54	54021	Candelaria	54021070	Puerto Santa Ana
54	54021	Candelaria	54021080	Santa Ana
54	54028	Capital	54028010	Garupá
54	54028	Capital	54028020	Nemesio Parma
54	54028	Capital	54028030	Posadas
54	54028	Capital	54028040	Posadas (Expansión)
54	54028	Capital	54028007	Fachinal
54	54035	Concepción	54035010	Barra Concepción
54	54035	Concepción	54035020	Concepción de la Sierra
54	54035	Concepción	54035030	La Corita
54	54035	Concepción	54035040	Santa María
54	54042	Eldorado	54042010	Colonia Victoria
54	54042	Eldorado	54042020	Eldorado
54	54042	Eldorado	54042030	María Magdalena
54	54042	Eldorado	54042035	Nueva Delicia
54	54042	Eldorado	54042040	9 de Julio Kilómetro 28
54	54042	Eldorado	54042050	9 de Julio Kilómetro 20
54	54042	Eldorado	54042055	Pueblo Nuevo
54	54042	Eldorado	54042060	Puerto Mado
54	54042	Eldorado	54042070	Puerto Pinares
54	54042	Eldorado	54042080	Santiago de Liniers
54	54042	Eldorado	54042090	Valle Hermoso
54	54042	Eldorado	54042100	Villa Roulet
54	54049	General Manuel Belgrano	54049020	Bernardo de Irigoyen
54	54049	General Manuel Belgrano	54049025	Caburei
54	54049	General Manuel Belgrano	54049010	Comandante Andresito
54	54049	General Manuel Belgrano	54049030	Dos Hermanas
54	54049	General Manuel Belgrano	54049035	Escuela 357
54	54049	General Manuel Belgrano	54049040	Integración
54	54049	General Manuel Belgrano	54049041	Juan Manuel de Rosas
54	54049	General Manuel Belgrano	54049042	Kilómetro 130
54	54049	General Manuel Belgrano	54049060	Laguna Azul
54	54049	General Manuel Belgrano	54049043	Piñalito Norte
54	54049	General Manuel Belgrano	54049045	Puerto Andresito
54	54049	General Manuel Belgrano	54049047	Puerto Deseado
54	54049	General Manuel Belgrano	54049050	San Antonio
54	54056	Guaraní	54056005	Barrio San Isidro
54	54056	Guaraní	54056010	El Soberbio
54	54056	Guaraní	54056020	Fracrán
54	54056	Guaraní	54056022	Kilómetro 74
54	54056	Guaraní	54056023	Kilómetro 84
54	54056	Guaraní	54056025	Margarita
54	54056	Guaraní	54056026	Paraíso
54	54056	Guaraní	54056027	Picada 37
54	54056	Guaraní	54056029	San Alfonso
54	54056	Guaraní	54056030	San Vicente
54	54056	Guaraní	54056040	Sargento Cabral
54	54063	Iguazú	54063040	Colonia Wanda
54	54063	Iguazú	54063020	Puerto Libertad
54	54063	Iguazú	54063010	Puerto Esperanza
54	54063	Iguazú	54063030	Puerto Iguazú
54	54063	Iguazú	54063033	San Cayetano
54	54063	Iguazú	54063035	Villa Cooperativa
54	54070	Leandro N. Alem	54070010	Almafuerte
54	54070	Leandro N. Alem	54070020	Arroyo del Medio
54	54070	Leandro N. Alem	54070030	Caá Yarí
54	54070	Leandro N. Alem	54070040	Cerro Azul
54	54070	Leandro N. Alem	54070050	Dos Arroyos
54	54070	Leandro N. Alem	54070060	Gobernador López
54	54070	Leandro N. Alem	54070065	Kilómetro 26
54	54070	Leandro N. Alem	54070070	Leandro N. Alem
54	54070	Leandro N. Alem	54070090	Villa Libertad
54	54070	Leandro N. Alem	54070080	Olegario V. Andrade
54	54077	Libertador General San Martín	54077005	Aldea Perutí
54	54077	Libertador General San Martín	54077010	Capioví
